level,type,prompt,answer,source,license
A2,gapfill,"Scientists noticed that when sunlight passed through a special glass called a prism, _____ created a rainbow of colors, but with some dark lines missing.",it,simplewiki,CC BY-SA
A2,gapfill,"These dark lines were called absorption lines, and _____ were very important.",they,simplewiki,CC BY-SA
A2,gapfill,They showed _____ certain colors of light were being absorbed by gases in the Sun’s outer layers.,that,simplewiki,CC BY-SA
A2,gapfill,_____ gave scientists their first clues about what the Sun was made of.,this,simplewiki,CC BY-SA
A2,gapfill,"In the 1850s, Henry Bessemer invented a process to turn melted iron into strong steel by blowing air through _____ to remove unwanted materials.",it,simplewiki,CC BY-SA
A2,gapfill,_____ dye was the first of its kind and made colorful clothing affordable for many people.,this,simplewiki,CC BY-SA
A2,gapfill,Explosives were another _____ where chemistry made a big impact.,area,simplewiki,CC BY-SA
A2,gapfill,"_____ explosives were used in mining, building tunnels, and even in war.",these,simplewiki,CC BY-SA
A2,gapfill,Nobel’s inventions made blasting safer and _____ effective.,more,simplewiki,CC BY-SA
A2,gapfill,_____ later created the Nobel Prizes to honor great achievements in science and other fields.,he,simplewiki,CC BY-SA
A2,gapfill,Scientists learned how to take useful chemicals from plants and _____ them in labs.,make,simplewiki,CC BY-SA
A2,gapfill,Chemistry got _____ own professors (called university chairs) and special laboratories where students could learn both ideas and hands-on experiments.,its,simplewiki,CC BY-SA
A2,gapfill,Another important part of _____ time was the rise of science journals.,this,simplewiki,CC BY-SA
A2,gapfill,"_____ was carefully reviewed by other scientists, which helped make the information trustworthy.",it,simplewiki,CC BY-SA
A2,gapfill,"As more journals were created, _____ discoveries spread faster and helped science move forward.",new,simplewiki,CC BY-SA
A2,gapfill,"In the 20th century, chemistry changed a lot because scientists made important discoveries _____ atoms and even smaller parts inside them.",about,simplewiki,CC BY-SA
A2,gapfill,"Before, _____ thought atoms were the smallest pieces of matter and could not be broken down.",people,simplewiki,CC BY-SA
A2,gapfill,"Thomson discovered the electron, a tiny negatively charged particle _____ the atom.",inside,simplewiki,CC BY-SA
A2,gapfill,_____ showed that atoms were made of smaller parts.,this,simplewiki,CC BY-SA
A2,gapfill,"He found out that the atom is not like a pudding but has a tiny, dense, positively charged center called the nucleus, with electrons moving around _____ mostly through empty space.",it,simplewiki,CC BY-SA
A2,gapfill,_____ said electrons move in specific paths or shells around the nucleus.,he,simplewiki,CC BY-SA
A2,gapfill,They _____ jump between these shells by gaining or losing energy.,can,simplewiki,CC BY-SA
A2,gapfill,"_____ helps explain not only how atoms look and behave but also why elements are arranged in the periodic table, how atoms stick together in chemical bonds, and the shapes of molecules.",it,simplewiki,CC BY-SA
A2,gapfill,These elements gave off energy because _____ atoms were unstable and could break down on their own.,their,simplewiki,CC BY-SA
A2,gapfill,"These discoveries led to a new field called nuclear chemistry, which focuses on the reactions _____ happen in an atom’s nucleus.",that,simplewiki,CC BY-SA
A2,gapfill,Another _____ breakthrough in 20th-century chemistry was the rise of physical chemistry.,important,simplewiki,CC BY-SA
A2,gapfill,"In the United States, an early supporter of _____ field was Ira Remsen, who helped improve science education by promoting hands-on experiments in chemistry classes.",this,simplewiki,CC BY-SA
A2,gapfill,_____ of the most important figures in physical chemistry was Gilbert N.,one,simplewiki,CC BY-SA
A2,gapfill,_____ came up with the idea that atoms bond by sharing pairs of electrons.,he,simplewiki,CC BY-SA
A2,gapfill,"_____ also created the Lewis dot structure, a simple way to show how atoms are connected.",he,simplewiki,CC BY-SA
A2,gapfill,One of the biggest changes was _____ chemists invented new ways to build complicated molecules with great care and precision.,that,simplewiki,CC BY-SA
A2,gapfill,"One important part of _____ progress was the rise of polymer chemistry, which led to the invention of new materials called plastics.",this,simplewiki,CC BY-SA
A2,gapfill,"_____ showed that large, chain-like molecules (called polymers) could be designed to have special properties, like strength or flexibility.",this,simplewiki,CC BY-SA
A2,gapfill,_____ plastics changed everyday life.,these,simplewiki,CC BY-SA
A2,gapfill,"_____ were used in packaging, clothing, cars, buildings, and much more.",they,simplewiki,CC BY-SA
A2,gapfill,"At the _____ time, pharmaceutical chemistry, the science of making medicines, grew rapidly.",same,simplewiki,CC BY-SA
A2,gapfill,"In the final decades of the century, techniques like combinatorial chemistry, high-speed drug testing, and computer-aided drug design helped scientists discover _____ medicines much faster.",new,simplewiki,CC BY-SA
A2,gapfill,"One of the most important discoveries during _____ time was the structure of DNA, made by James Watson and Francis Crick in 1953.",this,simplewiki,CC BY-SA
A2,gapfill,"Researchers _____ started to understand how enzymes speed up chemical reactions in the body, how cells communicate, and how metabolism works to give us energy.",also,simplewiki,CC BY-SA
A2,gapfill,"_____ let them move genes from one organism to another, helping launch the field of genetic engineering.",this,simplewiki,CC BY-SA
A2,gapfill,"Later, in the 21st century, scientists created an even more precise gene-editing tool called CRISPR-Cas9, _____ allows for direct changes to DNA.",which,simplewiki,CC BY-SA
A2,gapfill,These discoveries changed _____ areas of life.,many,simplewiki,CC BY-SA
A2,gapfill,"In science, _____ gave researchers powerful tools to explore how life works, including how we inherit traits and how species evolve.",they,simplewiki,CC BY-SA
A2,gapfill,"In the 20th century, analytical chemistry changed a lot because of new and powerful tools _____ helped scientists study chemicals more carefully and accurately.",that,simplewiki,CC BY-SA
A2,gapfill,_____ tool measures the mass and charge of tiny particles called ions.,this,simplewiki,CC BY-SA
A2,gapfill,"Later, _____ advanced versions of NMR allowed even deeper study of complex molecules, especially in drug research and organic chemistry.",more,simplewiki,CC BY-SA
A2,gapfill,_____ technique uses X-rays to find the three-dimensional shapes of molecules with amazing detail.,this,simplewiki,CC BY-SA
A2,gapfill,"At first, _____ was used on simple crystals, but later scientists could use it to study big molecules like vitamins, hormones, and proteins.",it,simplewiki,CC BY-SA
A2,gapfill,"Over time, X-ray crystallography helped scientists learn _____ many complicated biological molecules, which is very important for understanding how our bodies work and for making new medicines.",about,simplewiki,CC BY-SA
A2,gapfill,"Together, these instruments made _____ possible for chemists to study chemicals in ways they never could before, speeding up discoveries and helping create new materials, medicines, and technologies.",it,simplewiki,CC BY-SA
A2,gapfill,"These new materials changed everyday things like packaging, buildings, cars, and many _____ products.",other,simplewiki,CC BY-SA
A2,gapfill,"_____ process uses high pressure, high temperature, and a special iron catalyst to turn nitrogen gas from the air and hydrogen gas into ammonia (NH₃).",this,simplewiki,CC BY-SA
A2,gapfill,"Without it, natural soil would _____ have enough nitrogen to grow enough food for everyone.",not,simplewiki,CC BY-SA
A2,gapfill,"In the field of energy, chemists made big progress in creating new ways to produce cleaner and better power, so _____ would not have to rely so much on fossil fuels like oil and coal.",people,simplewiki,CC BY-SA
A2,gapfill,"In the 1960s, companies like General Electric built hydrogen-oxygen fuel cells to power NASA’s spacecraft because _____ were reliable and clean.",they,simplewiki,CC BY-SA
A2,gapfill,A big breakthrough happened in the 1980s _____ John B.,when,simplewiki,CC BY-SA
A2,gapfill,"Lithium-ion batteries are lightweight and hold a lot of energy, _____ changed portable devices like laptops and smartphones.",which,simplewiki,CC BY-SA
A2,gapfill,"They also helped _____ electric cars better, allowing them to travel longer distances and pushing more people toward cleaner transportation.",make,simplewiki,CC BY-SA
A2,gapfill,"Beyond energy, materials science helped create _____ important inventions in fields like electronics, space travel, and computers.",many,simplewiki,CC BY-SA
A2,gapfill,"Chemists also worked on composite materials, which are made by combining two or more substances to _____ something stronger or better.",make,simplewiki,CC BY-SA
A2,gapfill,"These materials are used to build airplanes _____ use less fuel, safer and lighter cars, and even parts for rockets and spacecraft.",that,simplewiki,CC BY-SA
A2,gapfill,"_____ major wake-up call came in 1962, when scientist and writer Rachel Carson published a book called Silent Spring.",one,simplewiki,CC BY-SA
A2,gapfill,"Her book helped spark the environmental movement, leading to the banning of DDT in _____ countries and the creation of environmental protection laws and agencies.",many,simplewiki,CC BY-SA
A2,gapfill,"In _____ War I, mustard gas was used as a weapon.",world,simplewiki,CC BY-SA
A2,gapfill,"Factories _____ caused pollution by releasing toxic chemicals into the air, water, and soil.",also,simplewiki,CC BY-SA
A2,gapfill,_____ area is called computational chemistry.,this,simplewiki,CC BY-SA
A2,gapfill,_____ lets scientists create virtual experiments and watch how atoms and molecules behave without needing to do everything in a real lab.,it,simplewiki,CC BY-SA
A2,gapfill,"_____ found a way to blend quantum mechanics with classical physics to study big, complex systems like enzymes.",they,simplewiki,CC BY-SA
A2,gapfill,"_____ is like watching atoms and molecules moving, bonding, and changing in real time.",it,simplewiki,CC BY-SA
A2,gapfill,"_____ helps scientists better understand what is happening during reactions, including how bonds break, electrons move, and energy flows.",this,simplewiki,CC BY-SA
A2,gapfill,Scientists _____ also use special tools like optical tweezers to measure the forces on just one molecule at a time.,can,simplewiki,CC BY-SA
A2,gapfill,"Scientists are designing better batteries, fuel cells, and machines that split water into hydrogen and oxygen, which could _____ us use clean energy.",help,simplewiki,CC BY-SA
A2,gapfill,"In the past, MS was mostly used for _____ molecules.",small,simplewiki,CC BY-SA
A2,gapfill,"They _____ detect tiny amounts of a substance, as little as one part in a trillion.",can,simplewiki,CC BY-SA
A2,gapfill,"These powerful tools _____ separate and identify thousands of substances in just one experiment, which is very useful in things like medical testing, making new medicines, and checking food safety.",can,simplewiki,CC BY-SA
A2,gapfill,A big trend in the 21st century is making scientific tools smaller and _____ portable.,more,simplewiki,CC BY-SA
A2,gapfill,"They _____ give fast results, which is very helpful in emergencies or remote areas.",can,simplewiki,CC BY-SA
A2,gapfill,"Today, analytical _____ works closely with data science.",chemistry,simplewiki,CC BY-SA
A2,gapfill,"_____ helps chemists in detecting pollution in the air, water, or soil, even at tiny amounts (less than one part per billion).",this,simplewiki,CC BY-SA
A2,gapfill,They also check _____ medicines stay good over time.,that,simplewiki,CC BY-SA
A2,gapfill,Groups like the FDA (Food and Drug Administration) and EMA (European Medicines Agency) use these tests to decide if a medicine _____ be sold.,can,simplewiki,CC BY-SA
A2,gapfill,"_____ of the biggest achievements was the Human Genome Project, finished in 2003.",one,simplewiki,CC BY-SA
A2,gapfill,This technology was so important that _____ won the Nobel Prize in Chemistry in 2017.,it,simplewiki,CC BY-SA
A2,gapfill,These molecules _____ us see what's really happening inside living things.,help,simplewiki,CC BY-SA
A2,gapfill,"_____ helps scientists understand complex diseases like cancer, diabetes, and Alzheimer’s by looking at how everything in a cell connects and works together.",it,simplewiki,CC BY-SA
A2,gapfill,"Using computer modeling and new tools, scientists _____ design medicines that match a person’s specific needs.",can,simplewiki,CC BY-SA
A2,gapfill,Another interesting _____ is synthetic biology.,area,simplewiki,CC BY-SA
A2,gapfill,"By studying plant biochemistry, scientists are finding ways to _____ plants grow better and use water and nutrients more efficiently.",help,simplewiki,CC BY-SA
A2,gapfill,"These vaccines use molecules that tell our cells to _____ a harmless part of the virus, helping the immune system learn how to fight it.",make,simplewiki,CC BY-SA
A2,gapfill,"Scientists are now working on similar vaccines for _____ diseases like flu, HIV, and even cancer.",other,simplewiki,CC BY-SA
A2,gapfill,"Lithium-ion batteries, which _____ came out in the 1990s, have gotten much better over the years.",first,simplewiki,CC BY-SA
A2,gapfill,"Today, _____ are used in many things like smartphones, laptops, and electric cars.",they,simplewiki,CC BY-SA
A2,gapfill,"Fuel cells _____ electricity by combining hydrogen and oxygen, and the only thing they give off is water, so they do not pollute the air.",make,simplewiki,CC BY-SA
A2,gapfill,_____ challenge with fuel cells is how to store hydrogen safely and easily.,one,simplewiki,CC BY-SA
A2,gapfill,"They do not last very long, and they contain lead, which _____ be harmful.",can,simplewiki,CC BY-SA
A2,gapfill,_____ means using sunlight to make chemical reactions happen.,this,simplewiki,CC BY-SA
A2,gapfill,"Once captured, the CO₂ _____ be turned into fuels, plastics, or even medicines, helping to reduce pollution and fight climate change.",can,simplewiki,CC BY-SA
A2,gapfill,"_____ materials are now being used in batteries, tiny sensors, and advanced electronics.",these,simplewiki,CC BY-SA
A2,gapfill,"For example, some materials can “remember” a shape and return to _____ after being bent.",it,simplewiki,CC BY-SA
A2,gapfill,"Smart materials are used in things _____ robotics, medical devices, and spacecraft.",like,simplewiki,CC BY-SA
A2,gapfill,Chemists _____ now use machine learning and computer simulations to test and find the best materials faster than ever before.,can,simplewiki,CC BY-SA
A2,gapfill,Programs like the Materials Genome Initiative _____ scientists go from new idea to real product more quickly.,help,simplewiki,CC BY-SA
A2,gapfill,Tiny particles called quantum dots are used in colorful TVs and _____ imaging.,medical,simplewiki,CC BY-SA
A2,gapfill,"These include better solar panels, fuel cells, and batteries _____ do not rely on fossil fuels.",that,simplewiki,CC BY-SA
A2,gapfill,"Another goal is to find ways to capture carbon dioxide, a major greenhouse gas, and turn _____ into useful fuels or chemicals.",it,simplewiki,CC BY-SA
A2,gapfill,Many chemical industries today _____ toxic substances and create a lot of waste.,use,simplewiki,CC BY-SA
A2,gapfill,"Plastics are everywhere, from packaging to clothes, but _____ do not break down easily and often end up in oceans and soil.",they,simplewiki,CC BY-SA
A2,gapfill,There have _____ been many new antibiotics in recent years.,not,simplewiki,CC BY-SA
A2,gapfill,"There is _____ growing interest in personalized medicine, where treatments are made to match a person’s genes.",also,simplewiki,CC BY-SA
A2,gapfill,"_____ high-tech devices, like smartphones and electric cars, need special materials such as lithium, cobalt, and rare earth elements.",many,simplewiki,CC BY-SA
A2,gapfill,Analytical chemistry looks at _____ chemicals are in things.,which,simplewiki,CC BY-SA
A2,gapfill,A large _____ of chemistry is polymer chemistry.,area,simplewiki,CC BY-SA
A2,gapfill,"Because plastics are made of carbon, polymer chemistry is _____ of organic chemistry.",part,simplewiki,CC BY-SA
A2,gapfill,"This means _____ fills up some amount of room, even if we cannot always see it.",it,simplewiki,CC BY-SA
A2,gapfill,"Everything _____ us, from tiny grains of sand to huge planets and stars, is made of matter.",around,simplewiki,CC BY-SA
A2,gapfill,You _____ feel them when the wind blows or when a balloon gets bigger.,can,simplewiki,CC BY-SA
A2,gapfill,"All matter is made up of atoms and molecules, _____ are tiny building blocks.",which,simplewiki,CC BY-SA
A2,gapfill,"For example, a rock or a pencil keeps its shape unless something forces _____ to change.",it,simplewiki,CC BY-SA
A2,gapfill,Gases do _____ have a fixed shape or volume.,not,simplewiki,CC BY-SA
A2,gapfill,"_____ will spread out to fill any space they are in, like air in a balloon.",they,simplewiki,CC BY-SA
A2,gapfill,Plasma is found in things _____ stars and lightning.,like,simplewiki,CC BY-SA
A2,gapfill,"In _____ state, particles move so slowly they start to act like one single particle instead of many.",this,simplewiki,CC BY-SA
A2,gapfill,Pure substances are made of only _____ kind of material and have the same properties throughout.,one,simplewiki,CC BY-SA
A2,gapfill,Pure substances _____ be either elements or compounds.,can,simplewiki,CC BY-SA
A2,gapfill,Elements are the simplest _____ of pure substance.,type,simplewiki,CC BY-SA
A2,gapfill,_____ cannot be broken down into anything simpler using normal chemical methods.,they,simplewiki,CC BY-SA
A2,gapfill,Each element is made of just _____ kind of atom.,one,simplewiki,CC BY-SA
A2,gapfill,"Examples _____ oxygen (O₂), hydrogen (H₂), and iron (Fe).",include,simplewiki,CC BY-SA
A2,gapfill,"There are over 100 known elements, and _____ are all listed in the periodic table.",they,simplewiki,CC BY-SA
A2,gapfill,"Compounds are also pure substances, but they are made of two or more different elements _____ are chemically bonded together in a fixed ratio.",that,simplewiki,CC BY-SA
A2,gapfill,"This means each part of the mixture keeps its own properties, and you _____ often separate them using simple methods like filtering, boiling, or picking them apart.",can,simplewiki,CC BY-SA
A2,gapfill,"The different parts are evenly mixed, and _____ cannot see or easily separate them.",you,simplewiki,CC BY-SA
A2,gapfill,"Another example is air, _____ is a mixture of gases.",which,simplewiki,CC BY-SA
A2,gapfill,"The substances are not evenly mixed, and you _____ often see and separate the different parts.",can,simplewiki,CC BY-SA
A2,gapfill,"The properties of matter _____ us understand how different substances act, react, and change in various situations.",help,simplewiki,CC BY-SA
A2,gapfill,"For instance, if you melt ice, _____ turns into liquid water, but it is still H₂O.",it,simplewiki,CC BY-SA
A2,gapfill,"These are called intensive properties, _____ density and boiling point.",like,simplewiki,CC BY-SA
A2,gapfill,"These reactions change the substance's molecular or atomic structure, meaning _____ becomes a different substance.",it,simplewiki,CC BY-SA
A2,gapfill,"For example, when wood burns, _____ reacts with oxygen in the air and turns into ash, carbon dioxide, water vapor, and heat.",it,simplewiki,CC BY-SA
A2,gapfill,"When iron is exposed to air and moisture, _____ reacts to form rust, which is a new substance with different properties.",it,simplewiki,CC BY-SA
A2,gapfill,"Because Aristotle was very popular and influential, people accepted _____ ideas for almost 2,000 years, and the atom theory was mostly forgotten.",his,simplewiki,CC BY-SA
A2,gapfill,"_____ changed in the early 1800s, when an English scientist named John Dalton brought the idea of atoms back.",that,simplewiki,CC BY-SA
A2,gapfill,"In 1803, Dalton proposed the _____ modern atomic theory.",first,simplewiki,CC BY-SA
A2,gapfill,"_____ said that all matter is made of atoms, and that atoms cannot be created or destroyed.",he,simplewiki,CC BY-SA
A2,gapfill,"_____ also said that all atoms of the same element are exactly the same, and that chemical reactions happen when atoms are rearranged.",he,simplewiki,CC BY-SA
A2,gapfill,"Dalton’s ideas were based on experiments, especially from studying _____ elements combine in fixed amounts.",how,simplewiki,CC BY-SA
A2,gapfill,"Thomson came up with the ""plum pudding model,"" where _____ imagined the atom as a ball of positive charge with negative electrons scattered inside it, like raisins in a pudding.",he,simplewiki,CC BY-SA
A2,gapfill,"_____ found that most of the atom is empty space, and that the positive charge is packed into a tiny, dense center called the nucleus.",he,simplewiki,CC BY-SA
A2,gapfill,"_____ led to the nuclear model of the atom, where electrons orbit around a central nucleus.",this,simplewiki,CC BY-SA
A2,gapfill,"However, _____ model still did not explain why the electrons did not just crash into the nucleus.",this,simplewiki,CC BY-SA
A2,gapfill,He also said that electrons _____ jump from one level to another by gaining or losing energy.,can,simplewiki,CC BY-SA
A2,gapfill,"Bohr’s model worked well for explaining the behavior of hydrogen, the simplest atom, but _____ did not work as well for bigger atoms.",it,simplewiki,CC BY-SA
A2,gapfill,"Instead, _____ exist in areas called electron clouds or orbitals, which are regions where electrons are likely to be found.",they,simplewiki,CC BY-SA
A2,gapfill,_____ modern model of the atom is the most accurate one we have today and helps explain how atoms behave in chemistry and physics.,this,simplewiki,CC BY-SA
A2,gapfill,An atom is the smallest _____ of matter.,unit,simplewiki,CC BY-SA
A2,gapfill,"The number of protons in an atom’s nucleus is called the atomic number, and _____ tells us what element the atom is.",it,simplewiki,CC BY-SA
A2,gapfill,Outside the nucleus is _____ the electrons are found.,where,simplewiki,CC BY-SA
A2,gapfill,Electrons are _____ smaller and have a negative charge.,much,simplewiki,CC BY-SA
A2,gapfill,Electrons are _____ arranged in energy levels or shells around the nucleus.,also,simplewiki,CC BY-SA
A2,gapfill,Each level _____ hold only a certain number of electrons.,can,simplewiki,CC BY-SA
A2,gapfill,"But sometimes, atoms _____ gain or lose electrons, which changes their overall charge.",can,simplewiki,CC BY-SA
A2,gapfill,The electron configuration of an atom is the way _____ electrons are arranged in different energy levels and areas around the nucleus.,its,simplewiki,CC BY-SA
A2,gapfill,This arrangement is very important because _____ helps determine how the atom will react with other atoms and form chemical bonds.,it,simplewiki,CC BY-SA
A2,gapfill,"In today’s model of the atom, called the quantum mechanical model, electrons do _____ travel in neat circles around the nucleus like planets around the sun.",not,simplewiki,CC BY-SA
A2,gapfill,"Instead, _____ move around in areas called orbitals, which are regions where there is a high chance of finding an electron.",they,simplewiki,CC BY-SA
A2,gapfill,Each orbital _____ hold up to two electrons.,can,simplewiki,CC BY-SA
A2,gapfill,"The order in _____ electrons fill these orbitals goes like this: 1s, 2s, 2p, 3s, 3p, 4s, 3d, 4p, and so on.",which,simplewiki,CC BY-SA
A2,gapfill,"For example, 4s fills before 3d _____ 4s has a lower energy level than 3d.",because,simplewiki,CC BY-SA
A2,gapfill,There are also other important rules to remember when talking _____ electron configuration.,about,simplewiki,CC BY-SA
A2,gapfill,"Pauli exclusion principle says that only two electrons _____ fit into the same orbital, and they must spin in opposite directions.",can,simplewiki,CC BY-SA
A2,gapfill,Only after each orbital has one electron will _____ start to pair up.,they,simplewiki,CC BY-SA
A2,gapfill,"For example, the configuration for a carbon atom, _____ has 6 electrons, is: 1s² 2s² 2p².",which,simplewiki,CC BY-SA
A2,gapfill,"_____ means carbon has 2 electrons in the 1s orbital, 2 in the 2s, and 2 in the 2p.",this,simplewiki,CC BY-SA
A2,gapfill,"_____ means we start with the symbol of the nearest noble gas (like neon or argon) in brackets, and then continue from there.",this,simplewiki,CC BY-SA
A2,gapfill,"For example, _____ has 11 electrons.",sodium,simplewiki,CC BY-SA
A2,gapfill,"Here, [Ne] stands for the _____ 10 electrons (1s² 2s² 2p⁶), and the 11th electron is in the 3s orbital.",first,simplewiki,CC BY-SA
A2,gapfill,"They decide how an atom behaves in chemical reactions, how _____ bonds with other atoms and what kind of compounds it can form.",it,simplewiki,CC BY-SA
A2,gapfill,"As science progressed, especially in the 1600s and 1700s, scientists started discovering more elements and learning _____ chemical reactions.",about,simplewiki,CC BY-SA
A2,gapfill,_____ also suggested that elements were basic substances that could not be broken down into anything simpler.,he,simplewiki,CC BY-SA
A2,gapfill,_____ arranged the 63 known elements by increasing atomic mass and grouped elements with similar properties into columns.,he,simplewiki,CC BY-SA
A2,gapfill,"In the early 1900s, Henry Moseley improved the table by arranging elements by atomic number, _____ solved many of the problems.",which,simplewiki,CC BY-SA
A2,gapfill,"_____ led to the modern periodic law, which says that elements’ properties change in a regular pattern based on their atomic number.",this,simplewiki,CC BY-SA
A2,gapfill,"Since then, the periodic table has grown to include over 100 elements, including many _____ are made in labs.",that,simplewiki,CC BY-SA
A2,gapfill,The periodic table is a special chart _____ shows all the known chemical elements in a very organized way.,that,simplewiki,CC BY-SA
A2,gapfill,"The table is built to match how atoms work, especially how electrons _____ around the nucleus.",move,simplewiki,CC BY-SA
A2,gapfill,The _____ has rows called periods and columns called groups or families.,table,simplewiki,CC BY-SA
A2,gapfill,Periods _____ from left to right and are numbered from 1 to 7.,go,simplewiki,CC BY-SA
A2,gapfill,"Each period shows how _____ energy levels, or electron shells, the atoms have.",many,simplewiki,CC BY-SA
A2,gapfill,"As _____ move across a period, each element gets one more proton and one more electron, and they go into the same energy level.",you,simplewiki,CC BY-SA
A2,gapfill,This changes things like the size of the atom and how strongly _____ attracts electrons.,it,simplewiki,CC BY-SA
A2,gapfill,Groups _____ up and down and are numbered from 1 to 18.,go,simplewiki,CC BY-SA
A2,gapfill,_____ are the electrons in the outer shell of the atom.,these,simplewiki,CC BY-SA
A2,gapfill,_____ have full outer shells of electrons and do not react much with other elements.,they,simplewiki,CC BY-SA
A2,gapfill,The periodic table is _____ split into four big sections called blocks.,also,simplewiki,CC BY-SA
A2,gapfill,"The s-block and p-blocks together _____ up most of the main group elements, which include both metals and nonmetals.",make,simplewiki,CC BY-SA
A2,gapfill,_____ are the transition metals.,these,simplewiki,CC BY-SA
A2,gapfill,They are special because they _____ form different types of charged ions and complex compounds.,can,simplewiki,CC BY-SA
A2,gapfill,"Even though _____ are placed separately to keep the table neat, they actually belong in the 6th and 7th rows (periods).",they,simplewiki,CC BY-SA
A2,gapfill,"The periodic table _____ shows trends, or patterns, in the properties of elements.",also,simplewiki,CC BY-SA
A2,gapfill,Atomic radius (the size of an atom) gets smaller across a period from left to right _____ the nucleus pulls electrons in tighter.,because,simplewiki,CC BY-SA
A2,gapfill,But _____ gets larger going down a group because more electron shells are added.,it,simplewiki,CC BY-SA
A2,gapfill,_____ increases across a period and decreases down a group.,it,simplewiki,CC BY-SA
A2,gapfill,The basic _____ of an element is called an atom.,unit,simplewiki,CC BY-SA
A2,gapfill,"An atom is the smallest building block that you _____ cut an element into without the element breaking down (turning into a lighter element, for example through nuclear fission or radioactive decay).",can,simplewiki,CC BY-SA
A2,gapfill,"In a compound, _____ or more atoms are joined to form a molecule.",two,simplewiki,CC BY-SA
A2,gapfill,_____ compounds are changed by a chemical reaction.,chemical,simplewiki,CC BY-SA
A2,gapfill,One very important concept in chemistry is _____ different atoms interact with one another in very specific proportions.,that,simplewiki,CC BY-SA
A2,gapfill,"For example, two hydrogen atoms interacting with _____ oxygen atom lead to the water molecule, H2O.",one,simplewiki,CC BY-SA
A2,gapfill,"_____ relationship is known as the ""Law of constant proportions"" and leads to the idea of ""stoichiometry"", a term that refers to the ratios of different atoms in chemical compounds.",this,simplewiki,CC BY-SA
A2,gapfill,"For example, in water, _____ are always exactly 2 hydrogen atoms to 1 oxygen atom.",there,simplewiki,CC BY-SA
A2,gapfill,"In carbon dioxide, _____ are exactly 2 oxygen atoms for 1 carbon atom.",there,simplewiki,CC BY-SA
A2,gapfill,These relationships are described using chemical formulas such as H2O (two hydrogen atoms and _____ oxygen atom) and CO2 (one carbon atom and two oxygen atoms).,one,simplewiki,CC BY-SA
A2,gapfill,"A ""mole"" of any element contains the same _____ of atoms: 602,214,150,000,000,000,000,000 atoms.",number,simplewiki,CC BY-SA
A2,gapfill,The atomic mass of an element _____ be used to see how much of the element makes a mole.,can,simplewiki,CC BY-SA
A2,gapfill,"For example, the atomic mass of copper is _____ 63.55.",about,simplewiki,CC BY-SA
A2,gapfill,That means _____ 63.55 grams of copper metal has a mole of atoms.,about,simplewiki,CC BY-SA
A2,gapfill,_____ concept is used to calculate how much chemicals are needed in a chemical reaction if no reactants (chemicals that are reacted) should be left.,this,simplewiki,CC BY-SA
A2,gapfill,Acids and bases are a common _____ of chemical.,type,simplewiki,CC BY-SA
A2,gapfill,"Using the simplest definitions, acids _____ ions when in water, and bases add ions when in water.",add,simplewiki,CC BY-SA
A2,gapfill,"Acids _____ react with bases: the takes the extra hydrogen from to make an extra water molecule, .",can,simplewiki,CC BY-SA
A2,gapfill,The _____ releases Na+ and OH- ions.,base,simplewiki,CC BY-SA
A2,gapfill,"Instead of looking at reactions in water, _____ theories focus on hydrogen ions and pairs of electrons.",these,simplewiki,CC BY-SA
A2,gapfill,"Many chemicals are harmless, but there are some chemicals _____ are dangerous.",that,simplewiki,CC BY-SA
A2,gapfill,Some chemicals like hydrogen _____ explode or catch fire.,can,simplewiki,CC BY-SA
A2,gapfill,A computer will answer _____ simpler questions much faster.,these,simplewiki,CC BY-SA
A2,gapfill,Algorithms are a specific set of instructions or steps on _____ to complete a task.,how,simplewiki,CC BY-SA
A2,gapfill,"If _____ are not, switch them so they are sorted.",they,simplewiki,CC BY-SA
A2,gapfill,"Programs usually perform mathematical calculations, modify data, or move _____ around.",it,simplewiki,CC BY-SA
A2,gapfill,"Most computers are digital, which means _____ they represent information using binary digits, or bits.",that,simplewiki,CC BY-SA
A2,gapfill,"Computers _____ in different shapes and sizes, depending on the brand, model, and purpose.",come,simplewiki,CC BY-SA
A2,gapfill,"Two things that often define a computer are that _____ responds to a specific instruction set in a well-defined manner, and that it can execute a stored list of instructions called a program.",it,simplewiki,CC BY-SA
A2,gapfill,Modern computers _____ do billions of calculations in a second.,can,simplewiki,CC BY-SA
A2,gapfill,Computers do _____ different jobs where automation is useful.,many,simplewiki,CC BY-SA
A2,gapfill,Billions of _____ have a personal computer at home or at work.,people,simplewiki,CC BY-SA
A2,gapfill,"_____ are used for things such as calculation, listening to music, reading, writing, or playing games.",they,simplewiki,CC BY-SA
A2,gapfill,"_____ programs are written using a programming language like C, C++, JavaScript.",most,simplewiki,CC BY-SA
A2,gapfill,The compiler converts the user's instructions into binary code (machine code) _____ the computer will understand and do what is needed.,that,simplewiki,CC BY-SA
A2,gapfill,_____ built a mechanical theater which performed a play lasting 10 minutes and was operated by a complex system of ropes and drums.,he,simplewiki,CC BY-SA
A2,gapfill,These ropes and drums were the language of the machine- _____ told what the machine did and when.,they,simplewiki,CC BY-SA
A2,gapfill,Some count _____ daily adjustment as computer programming.,this,simplewiki,CC BY-SA
A2,gapfill,"At the end of the 1800s Herman Hollerith invented the recording of data on a medium _____ could then be read by a machine, developing punched card data processing technology for the 1890 U.S.",that,simplewiki,CC BY-SA
