type,prompt,options,answer,source,license
mcq,"They are called the _____'s ""electron cloud"".",atom|funk|philosopher|advertisement,atom,simplewiki,CC BY-SA
mcq,They are attracted to the _____ because of the electromagnetic force.,physicist|strand|accessory|nucleus,nucleus,simplewiki,CC BY-SA
mcq,"_____ have a negative charge, and the nucleus always has a positive charge, so they attract each other.",electron|migrant|donkey|lawn,electron,simplewiki,CC BY-SA
mcq,"These are called ""_____ shells"".",acceleration|devotion|textile|electron,electron,simplewiki,CC BY-SA
mcq,Only the _____ in the outer shell can make chemical bonds.,bark|electron|cocoa|fog,electron,simplewiki,CC BY-SA
mcq,The _____ of electrons in the outer shell determines whether the atom is stable or which atoms it will bond with in a chemical reaction.,black|home|number|find,number,simplewiki,CC BY-SA
mcq,"If an _____ has only one shell, it needs two electrons to be complete.",gravel|homosexual|atom|feather,atom,simplewiki,CC BY-SA
mcq,"Otherwise, the outer _____ needs eight electrons to be complete.",shell|hood|banking|taxi,shell,simplewiki,CC BY-SA
mcq,The _____ in each shell have a certain amount of energy.,aftermath|electron|investor|circumstance,electron,simplewiki,CC BY-SA
mcq,_____ that are farther from the nucleus have more energy.,symbol|luxury|shell|4th,shell,simplewiki,CC BY-SA
mcq,"When a small _____ of energy called a photon hits an electron, the electron can jump into a ""higher-energy"" shell.",burst|dirt|pile|unemployment,burst,simplewiki,CC BY-SA
mcq,"So each _____ of atom will absorb certain colors of light, called the absorption spectrum.",kind|community|god|heart,kind,simplewiki,CC BY-SA
mcq,"For the same _____, the atom will only send out certain colors of light, called the emission spectrum.",issue|talk|market|reason,reason,simplewiki,CC BY-SA
mcq,The complete _____ is more complicated.,military|picture|price|beginning,picture,simplewiki,CC BY-SA
mcq,"Unlike the Earth moving around the Sun, _____ do not move in a circle.",algebra|peasant|electron|scar,electron,simplewiki,CC BY-SA
mcq,We cannot know the exact _____ of an electron.,public|top|place|start,place,simplewiki,CC BY-SA
mcq,"We only know the _____, or chance, that it will be in any place.",bail|probability|cottage|hub,probability,simplewiki,CC BY-SA
mcq,"Each _____ is part of an ""orbital"", which describes where it is likely to be.",electron|terrain|policeman|aggregate,electron,simplewiki,CC BY-SA
mcq,"No more than two _____ can be in one orbital; these two electrons have different ""spin"".",puzzle|spokesman|electron|hypothesis,electron,simplewiki,CC BY-SA
mcq,"For each _____, numbered 1, 2, 3, and so on, there may be a number of different orbitals.",destruction|absence|insight|shell,shell,simplewiki,CC BY-SA
mcq,"These have different _____, or point in different directions.",flat|platform|shape|theme,shape,simplewiki,CC BY-SA
mcq,"Each _____ can be described by its three ""quantum numbers"".",emission|accusation|influenza|orbital,orbital,simplewiki,CC BY-SA
mcq,"The ""principal _____ number"" is the electron shell number.",quantum|boundary|subsidiary|vocal,quantum,simplewiki,CC BY-SA
mcq,"There is also a ""magnetic _____ number"", but it does not usually affect the energy level.",bankruptcy|quantum|vinyl|module,quantum,simplewiki,CC BY-SA
mcq,"As more _____ are added, they join orbitals in order from lowest to highest energy.",theorem|electron|cultivation|vegetable,electron,simplewiki,CC BY-SA
mcq,"This _____ starts as follows: 1s, 2s, 2p, 3s, 3p, 4s, 3d, 4p, 5s, 4d.",local|order|post|reason,order,simplewiki,CC BY-SA
mcq,"So, it will have: In other _____, it has 2 electrons in the first shell, 8 in the second shell, and 7 in the third shell.",player|fact|human|word,word,simplewiki,CC BY-SA
mcq,_____ of the same element have the same atomic number.,landlord|oyster|atom|onset,atom,simplewiki,CC BY-SA
mcq,"_____, 118 elements are known.",office|today|food|service,today,simplewiki,CC BY-SA
mcq,"Depending on how the _____ is counted, 90 to 94 elements exist naturally on earth.",am|thank|season|number,number,simplewiki,CC BY-SA
mcq,All _____ above number 94 have only been made by humans.,perspective|galaxy|element|tie,element,simplewiki,CC BY-SA
mcq,These _____ are organized on the periodic table.,jet|element|relation|personality,element,simplewiki,CC BY-SA
mcq,"Sometimes, we need a more exact _____.",measurement|rabbit|monument|corridor,measurement,simplewiki,CC BY-SA
mcq,"The exact _____ of an atom is called its ""atomic mass"".",fan|spirit|commission|mass,mass,simplewiki,CC BY-SA
mcq,"The average _____ of all atoms of a particular element is called its ""atomic weight"".",guide|sugar|culture|mass,mass,simplewiki,CC BY-SA
mcq,The _____ of an atom depends on the size of its electron cloud.,position|subject|church|size,size,simplewiki,CC BY-SA
mcq,"Moving down the periodic _____, more electron shells are added.",reading|table|value|football,table,simplewiki,CC BY-SA
mcq,"As a _____, atoms get bigger.",class|result|production|mine,result,simplewiki,CC BY-SA
mcq,"This more positive _____ pulls electrons more strongly, so atoms get smaller.",chant|topping|nucleus|platoon,nucleus,simplewiki,CC BY-SA
mcq,"When _____ are far apart, they attract each other.",atom|fungus|r&amp;b|sensation,atom,simplewiki,CC BY-SA
mcq,This _____ is stronger for some kinds of atoms than others.,attraction|auction|knight|warrior,attraction,simplewiki,CC BY-SA
mcq,"If the _____ is strong enough, relative to the amount of heat, atoms will form a solid.",chapel|shield|compromise|attraction,attraction,simplewiki,CC BY-SA
mcq,"If the _____ is weaker, they will form a liquid, and if it is even weaker, they will form a gas.",attraction|perception|remainder|harassment,attraction,simplewiki,CC BY-SA
mcq,Chemical _____ are the strongest kinds of attraction between atoms.,bunch|sector|bond|uncle,bond,simplewiki,CC BY-SA
mcq,The _____ of electrons explains all chemical bonds.,weekend|movement|fan|opinion,movement,simplewiki,CC BY-SA
mcq,_____ usually bond with each other in a way that fills or empties their outer electron shell.,vineyard|atom|elf|booklet,atom,simplewiki,CC BY-SA
mcq,The most reactive _____ have an almost full or almost empty outer shell.,mode|chapter|railroad|element,element,simplewiki,CC BY-SA
mcq,"_____ with a full outer shell, called noble gases, do not usually form bonds.",/&gt;&lt;section|nickname|atom|delegation,atom,simplewiki,CC BY-SA
mcq,These _____ are weaker than chemical bonds.,example|member|force|data,force,simplewiki,CC BY-SA
mcq,They are caused when _____ move to one side of an atom.,electron|derivative|hawk|plea,electron,simplewiki,CC BY-SA
mcq,This _____ gives a negative charge to that side.,movement|movie|strength|drop,movement,simplewiki,CC BY-SA
mcq,It also gives a positive _____ to the other side.,charge|marriage|remain|career,charge,simplewiki,CC BY-SA
mcq,"When two _____ line up their sides with negative and positive charges, they will attract.",atom|advocacy|herb|educator,atom,simplewiki,CC BY-SA
mcq,"Although _____ are mostly empty space, they cannot pass through each other.",irrigation|atom|moisture|vineyard,atom,simplewiki,CC BY-SA
mcq,"To understand how _____ work, we can look at the properties of the atom.",nationalist|magnet|preacher|tornado,magnet,simplewiki,CC BY-SA
mcq,"Any _____ has a north and south pole, and a certain strength.",volleyball|missionary|magnet|amusement,magnet,simplewiki,CC BY-SA
mcq,"The _____ and strength of a magnet, together, are called its magnetic moment.",direction|science|wonder|f,direction,simplewiki,CC BY-SA
mcq,"Every _____ also has a magnetic moment, like a tiny magnet.",starter|electron|treasurer|baron,electron,simplewiki,CC BY-SA
mcq,This comes from the _____'s spin and its orbit around the nucleus.,diving|resurrection|electron|pillar,electron,simplewiki,CC BY-SA
mcq,The magnetic _____ for the electrons add up to a magnetic moment for the whole atom.,moment|lord|site|bill,moment,simplewiki,CC BY-SA
mcq,This tells us how _____ act in a magnetic field.,atom|plum|inauguration|miner,atom,simplewiki,CC BY-SA
mcq,Every _____ has one of two opposite spins.,imaging|electron|specialty|theorem,electron,simplewiki,CC BY-SA
mcq,"We can think of one as turning to the _____, and the other as turning to the left.",am|right|look|’s,right,simplewiki,CC BY-SA
mcq,"If every _____ is paired with an electron with the opposite spin in the same orbital, the magnetic moments will cancel out to zero.",obesity|portal|electron|wizard,electron,simplewiki,CC BY-SA
mcq,They point in the same _____.,language|earth|apple|direction,direction,simplewiki,CC BY-SA
mcq,"This means that the whole _____ is a magnet, and it can point in the direction of a magnetic field.",object|vacation|valley|enforcement,object,simplewiki,CC BY-SA
mcq,"When a _____ is unstable, it has to eliminate the excess mass of particles.",nucleus|connector|potassium|psychiatrist,nucleus,simplewiki,CC BY-SA
mcq,It does this through _____.,radiation|pound|opponent|vocal,radiation,simplewiki,CC BY-SA
mcq,"An _____ that does this is called ""radioactive"".",teammate|defect|atom|glue,atom,simplewiki,CC BY-SA
mcq,"There are three main _____ of radioactive decay: alpha, beta, and gamma.",number|kind|room|water,kind,simplewiki,CC BY-SA
mcq,This is how long it takes _____ of any sample of atoms of that type to decay into a different isotope or element.,half|side|de|mean,half,simplewiki,CC BY-SA
mcq,"Nearly all the _____ atoms in the Universe, most of the helium atoms, and some of the lithium atoms were made soon after the Big Bang.",rejection|cowboy|coup|hydrogen,hydrogen,simplewiki,CC BY-SA
mcq,"Even _____, about 90% of all atoms in the Universe are hydrogen.",head|second|history|today,today,simplewiki,CC BY-SA
mcq,"All other _____ come from nuclear fusion in stars, or sometimes from cosmic rays that hit atoms.",template|cosmetic|dictatorship|atom,atom,simplewiki,CC BY-SA
mcq,"The least massive _____, red dwarfs, are expected to stop there.",living|hit|fire|star,star,simplewiki,CC BY-SA
mcq,"In _____ like the Sun, the temperature and pressure are too low to make larger atoms.",star|break|rock|credit,star,simplewiki,CC BY-SA
mcq,"But more massive _____ continue fusion, until they create iron (atomic number 26) or nickel (atomic number 28).",chief||vote|e.|star,star,simplewiki,CC BY-SA
mcq,Most _____ on Earth were made by a star that existed before the Sun.,freestyle|gill|atom|ranger,atom,simplewiki,CC BY-SA
mcq,"However, these _____ often decay very quickly.",drought|dub|dictator|atom,atom,simplewiki,CC BY-SA
mcq,Even larger _____ may be created in the future.,atom|assassin|dome|vest,atom,simplewiki,CC BY-SA
mcq,_____ is the scientific study of celestial bodies.,flare|ceramic|astronomy|sponge,astronomy,simplewiki,CC BY-SA
mcq,The big _____ are the structure and development of the universe.,light|heart|body|question,question,simplewiki,CC BY-SA
mcq,_____ is one of the oldest sciences.,billionaire|astronomy|conquest|ounce,astronomy,simplewiki,CC BY-SA
mcq,"They used the _____ of the stars to navigate, and to find when was the best time to plant crops.",south|building|position|summer,position,simplewiki,CC BY-SA
mcq,"A related _____, cosmology, is concerned with studying the universe as a whole, and the way the universe changed over time.",adult|subject|round|environment,subject,simplewiki,CC BY-SA
mcq,"_____ is not the same as ""astrology"", a belief that the motion of the stars and the planets may affect human lives.",mutation|glucose|ethnicity|astronomy,astronomy,simplewiki,CC BY-SA
mcq,Theoretical _____ explains what we see.,lagoon|astronomy|entertainer|methane,astronomy,simplewiki,CC BY-SA
mcq,It _____ what might happen.,retain|bore|predict|cope,predict,simplewiki,CC BY-SA
mcq,_____ show whether the predictions work.,observation|collapse|orientation|cemetery,observation,simplewiki,CC BY-SA
mcq,The main _____ of astronomy is to explain puzzling features of the Universe.,down|work|take|think,work,simplewiki,CC BY-SA
mcq,For many _____ the most important issue was the motions of planets.,need|think|year||two,year,simplewiki,CC BY-SA
mcq,Many other _____ are now studied.,bread|cooking|topic|storage,topic,simplewiki,CC BY-SA
mcq,_____-time astronomy is possible but could be harmful.,while|day|off|use,day,simplewiki,CC BY-SA
mcq,"The Sun, is our biggest _____, better describes as a big all of light and observing directly is dangerous.",election|x.|saying|star,star,simplewiki,CC BY-SA
mcq,To look at the Sun you need proper _____ and equipment.,syndrome|photographer|pension|shield,shield,simplewiki,CC BY-SA
mcq,Some other individual bright _____ and planets can be seen during daylight hours through a telescope or a powerful pair of binoculars.,star|campaign|present|mom,star,simplewiki,CC BY-SA
mcq,They made _____ of the constellations and stars for religious reasons and calendars to work out the time of year.,product|map|lane|app,map,simplewiki,CC BY-SA
mcq,They also began to think about the _____ of Earth in the universe.,money|place|game|team,place,simplewiki,CC BY-SA
mcq,"For a long _____ people thought Earth was the center of the universe, and that the planets, the stars and the sun went around it.",people|one|time|do,time,simplewiki,CC BY-SA
mcq,Only a few _____ thought it was right.,people|do|think|no,people,simplewiki,CC BY-SA
mcq,Arabic _____ made many advancements during the Middle Ages including improved star maps and ways to estimate the size of the Earth.,ammonia|astronomer|intestine|tectonic,astronomer,simplewiki,CC BY-SA
mcq,They also learned from the _____ by translating Greek books into Arabic.,pattern|reform|ancient|customer,ancient,simplewiki,CC BY-SA
mcq,"Based on previous _____, he said that the Earth was a planet and all the planets moved around the Sun.",world|work|’s|part,work,simplewiki,CC BY-SA
mcq,He spent the _____ of his life under house arrest.,rest|moment|chance|result,rest,simplewiki,CC BY-SA
mcq,"They also saw how _____ were similar to our Sun, but in a range of colours and sizes.",economic|idea|star|bank,star,simplewiki,CC BY-SA
mcq,The 20th _____ after 1920 saw important changes in astronomy.,opportunity|access|century|driving,century,simplewiki,CC BY-SA
mcq,"In the early 1920s it began to be accepted that the _____ in which we live, the Milky Way, is not the only galaxy.",galaxy|lt;section|import|roster,galaxy,simplewiki,CC BY-SA
mcq,That was completely _____.,endless|legendary|strategic|unexpected,unexpected,simplewiki,CC BY-SA
mcq,"Those _____ of the electromagnetic spectrum that the atmosphere did not block were now opened up to astronomy, allowing more discoveries to be made.",thing|money|part|year,part,simplewiki,CC BY-SA
mcq,"The _____ of this new window on the Universe saw the discovery of entirely new things, for example pulsars, which sent regular pulses of radio waves out into space.",opening|committee|captain|album,opening,simplewiki,CC BY-SA
mcq,The _____ were first thought to be alien in origin because the pulses were so regular that (so it was thought) it implied an artificial source.,comedy|counter|entry|wave,wave,simplewiki,CC BY-SA
mcq,The _____ after World War II saw more observatories.,f|media|match|period,period,simplewiki,CC BY-SA
mcq,"Large and accurate _____ were built and operated at good observing sites, usually by governments.",emergence|telescope|guru|partition,telescope,simplewiki,CC BY-SA
mcq,This allowed _____ to be placed in space on satellites.,telescope|autobiography|astronaut|alloy,telescope,simplewiki,CC BY-SA
mcq,"_____ telescopes gave access, for the first time in history, to the entire electromagnetic spectrum including rays that had been blocked by the atmosphere.",attention|short|u|space,space,simplewiki,CC BY-SA
mcq,"As with other _____ of the spectrum, new discoveries were made.",lot|part|set|family,part,simplewiki,CC BY-SA
mcq,"From 1970s _____ were launched to be replaced with more accurate and better satellites, causing the sky to be mapped in nearly all parts of the electromagnetic spectrum.",calendar|mask|satellite|surrounding,satellite,simplewiki,CC BY-SA
mcq,_____ broadly come in two types: bodies and phenomena.,discovery|operator|tongue|victim,discovery,simplewiki,CC BY-SA
mcq,"_____ are things in the Universe, whether it is a planet like our Earth, or a galaxy like our Milky Way.",talk|body|art|government,body,simplewiki,CC BY-SA
mcq,_____ are events and happenings in the Universe.,array|phenomenon|rival|merchandise,phenomenon,simplewiki,CC BY-SA
mcq,Burst _____ are those where there is a sudden change in the heavens that disappears quickly.,source|contact|event|round,event,simplewiki,CC BY-SA
mcq,"These are called _____ because they are normally associated with large explosions producing a ""burst"" of energy.",burst|determination|habitat|collaboration,burst,simplewiki,CC BY-SA
mcq,They include: Periodic _____ are those that happen regularly in a repetitive way.,credit|model|region|event,event,simplewiki,CC BY-SA
mcq,"The _____ periodic comes from period, which is the length of time required for a wave to complete one cycle.",help|law|thought|name,name,simplewiki,CC BY-SA
mcq,Periodic _____ include: Noise phenomena tend to relate to things that happened a long time ago.,silk|violation|phenomenon|pearl,phenomenon,simplewiki,CC BY-SA
mcq,The _____ from these events bounce around the Universe until it seems to come from everywhere and varies little in intensity.,crew|wild|signal|kingdom,signal,simplewiki,CC BY-SA
mcq,"_____ from a distant source reaches a sensor and gets measured, normally by a human eye or a camera.",idea|r|light|saw,light,simplewiki,CC BY-SA
mcq,"For very dim _____, there may not be enough light particles coming from the source for it to be seen.",source|officer|website|scene,source,simplewiki,CC BY-SA
mcq,Astronomical _____ do not move much: only the rotation and movement of the Earth causes them to move across the heavens.,source|sign|beat|check,source,simplewiki,CC BY-SA
mcq,"As light _____ reach the camera over time, they hit the same place making it brighter and more visible than the background, until it can be seen.",liberation|1930|particle|feat,particle,simplewiki,CC BY-SA
mcq,"_____ at most observatories (and satellite instruments) can normally track a source as it moves across the heavens, making the star appear still to the telescope and allowing longer exposures.",weaver|telescope|ceramic|sociology,telescope,simplewiki,CC BY-SA
mcq,"Also, _____ can be taken on different nights so exposures span hours, days or even months.",hate|figure|image|step,image,simplewiki,CC BY-SA
mcq,"_____ optics means changing the shape of the mirror or lens while looking at something, to see it better.",coaster|modification|adaptive|crossover,adaptive,simplewiki,CC BY-SA
mcq,_____ analysis is the process of getting more information out of an astronomical observation than by simply looking at it.,university|country|talk|data,data,simplewiki,CC BY-SA
mcq,"If so, it can extract the _____ and the type of wave pattern, and find many things including new planets.",frequency|laser|passenger|defeat,frequency,simplewiki,CC BY-SA
mcq,These turned out to be similar to some (but not all) of a _____ of bright source in X-rays called a Low-mass X-ray binary.,series|force|design|type,type,simplewiki,CC BY-SA
mcq,This _____ attempts to provide an overview of the important fields of astronomy.,begin|association|situation|section,section,simplewiki,CC BY-SA
mcq,Solar _____ is the study of the Sun.,drummer|partisan|crab|astronomy,astronomy,simplewiki,CC BY-SA
mcq,"The Sun is the closest _____ to Earth at around 92 million (92,000,000) miles away.",respect|blood|version|star,star,simplewiki,CC BY-SA
mcq,It is the easiest to observe in _____.,detail|mix|topic|accident,detail,simplewiki,CC BY-SA
mcq,Observing the Sun can help us understand how other _____ work and are formed.,choice|ice|star|human,star,simplewiki,CC BY-SA
mcq,_____ in the Sun can affect the weather and climate on Earth.,hit|change|set|story,change,simplewiki,CC BY-SA
mcq,A _____ of charged particles called the Solar wind is constantly sent off from the Sun.,coal|stream|graduate|protein,stream,simplewiki,CC BY-SA
mcq,The Solar _____ hitting the Earth's magnetic field causes the northern lights.,yellow|skin|fat|wind,wind,simplewiki,CC BY-SA
mcq,"Stellar _____ Stellar astronomy, sometimes ""stellar astrophysics"" is the scientific study of stars, their formation, evolution and fate (stellar evolution).",defect|astronomy|kernel|communism,astronomy,simplewiki,CC BY-SA
mcq,"In the most basic _____, Stellar Astronomy attempts to answer the questions to the universe's most common phenomena — stars.",production|air|century|sense,sense,simplewiki,CC BY-SA
mcq,"Planetary _____ is the study of planets, moons, dwarf planets, comets and asteroids as well as other small objects that orbit stars.",paddy|reconnaissance|astronomy|1880,astronomy,simplewiki,CC BY-SA
mcq,"Studying distant _____ is a good way of learning about our own galaxy, as the gases and stars in our own galaxy make it difficult to observe.",oxygen|hybrid|assignment|galaxy,galaxy,simplewiki,CC BY-SA
mcq,"So far, all _____ that has been done has used the electromagnetic spectrum.",astronomy|prostate|weaver|sermon,astronomy,simplewiki,CC BY-SA
mcq,This is just a short-_____: Related pages.,evidence|list|running|father,list,simplewiki,CC BY-SA
mcq,"&lt;templatestyles src=""Div col/styles.css""/&gt; _____.",reference|cheese|cash|kitchen,reference,simplewiki,CC BY-SA
mcq,_____ is the process of designing structures and buildings.,participation|behaviour|architecture|surrounding,architecture,simplewiki,CC BY-SA
mcq,It uses both _____ and engineering.,x.|mother|human|art,art,simplewiki,CC BY-SA
mcq,"_____ include houses, churches, hotels, office buildings, roads, tunnels and bridges.",return|example|blue|tax,example,simplewiki,CC BY-SA
mcq,_____ is the profession of an architect.,architecture|pot|chaos|photography,architecture,simplewiki,CC BY-SA
mcq,"Usually, a _____ must study at an institution of higher education (university) to become an architect.",girl|book|season|person,person,simplewiki,CC BY-SA
mcq,There were _____ long before there was higher education.,mint|voltage|architect|exploration,architect,simplewiki,CC BY-SA
mcq,They learnt by being an _____ to an established architect.,apprentice|defect|qualification|follower,apprentice,simplewiki,CC BY-SA
mcq,"_____ can do small designs, such as for a garage, or large designs, such as for a whole new town.",salt|interior|ward|architecture,architecture,simplewiki,CC BY-SA
mcq,"In the _____, people built huts and wood houses to protect themselves from the weather.",post|past|president|data,past,simplewiki,CC BY-SA
mcq,"For _____, they were often close together.",led|hate|safety|television,safety,simplewiki,CC BY-SA
mcq,"The Ancient Greeks and Romans _____ what we now call ""Classical Architecture"".",see|say|take|make,make,simplewiki,CC BY-SA
mcq,"Classical _____ was formal, and it always obeyed laws.",candy|architecture|tear|comic,architecture,simplewiki,CC BY-SA
mcq,"It used _____, which really means balance, and it used proportion between shapes.",biologist|quartet|feather|symmetry,symmetry,simplewiki,CC BY-SA
mcq,"The Golden Mean was a _____ which said, (to put it simply) if you are making a room, or any other thing, it will work best if you always make the long side 1.6 times as long as the short side.",rule|vehicle|purpose|begin,rule,simplewiki,CC BY-SA
mcq,"There are many '_____' in classical architecture, like how high the middle of an arched bridge needs to be (which depends on how wide the bridge needs to be).",media|white|control|law,law,simplewiki,CC BY-SA
mcq,These _____ were learned from thousands of years of experience and they are often used today.,cause|law|god|west,law,simplewiki,CC BY-SA
mcq,"However, _____ more notice is taken of specific facts, such as what wind speeds occur once or twice in a century.",order|guy|today|pay,today,simplewiki,CC BY-SA
mcq,Several _____ have blown down because that was not properly taken into consideration.,stress|presence|journey|bridge,bridge,simplewiki,CC BY-SA
mcq,"In some _____ of the world, like India, the architecture is famous for carving the stone on temples and palaces.",need|part|being|off,part,simplewiki,CC BY-SA
mcq,"Different architectural _____ occur in China, Japan, Southeast Asia, Africa, Mexico, and Central and South America.",fun|style|forward|husband,style,simplewiki,CC BY-SA
mcq,"Gothic _____ have tall, pointed windows and arches.",d|hour|video|building,building,simplewiki,CC BY-SA
mcq,Many _____ have Gothic architecture.,church|speed|security|director,church,simplewiki,CC BY-SA
mcq,_____ were also built at this time.,palace|grass|creation|castle,castle,simplewiki,CC BY-SA
mcq,"In Eastern Europe, _____ usually had domes.",property|c|church|page,church,simplewiki,CC BY-SA
mcq,_____ added their own ideas and decoration to the Classical Architecture of the past.,out|people|up|over,people,simplewiki,CC BY-SA
mcq,The Renaissance brought a _____ to classical ideas.,tax|website|return|increase,return,simplewiki,CC BY-SA
mcq,"Many _____ and mills were built during, or after this revolution.",factory|hero|drinking|identity,factory,simplewiki,CC BY-SA
mcq,"_____ later, in the Victorian era, architects like George Fowler Jones and Decimus Burton still followed the Gothic style to build new churches.",chase|decade|cutting|operator,decade,simplewiki,CC BY-SA
mcq,"Up to this _____, buildings were limited in size and style by the strength of the wood and masonry used to construct them.",hit|point|m.|international,point,simplewiki,CC BY-SA
mcq,Gothic _____ were among the largest buildings because the gothic arch when combined with buttresses allowed stone buildings to be built taller.,insulin|tragedy|effectiveness|cathedral,cathedral,simplewiki,CC BY-SA
mcq,"However, building with _____ has its limits, and building too tall could result in collapse.",link|honor|stone|cast,stone,simplewiki,CC BY-SA
mcq,"Towards the _____ of the 19th Century with a second Industrial Revolution, steel became much cheaper.",end|high|look|season,end,simplewiki,CC BY-SA
mcq,_____ can now be built taller than ever before.,quality|u|issue|building,building,simplewiki,CC BY-SA
mcq,"Cheap, strong _____ soon brought transparent exterior walls, especially for office buildings.",fox|capital|glass|era,glass,simplewiki,CC BY-SA
mcq,"Modernism is the _____ for the architectural style which developed because of these new building technologies, and its beginnings can been seen as early as 1890.",music|thing|second|name,name,simplewiki,CC BY-SA
mcq,Many of the _____'s greatest structures were built by modern-day architects such as Frank Lloyd Wright; Sir Hugh Casson; Norman Foster; I.,work|use|game|world,world,simplewiki,CC BY-SA
mcq,Anatomy is the _____ of the bodies of people and other animals.,x.|p.|study|increase,study,simplewiki,CC BY-SA
mcq,Anatomy is the _____ of the inside of the body and outside the body.,career|hour|study|boy,study,simplewiki,CC BY-SA
mcq,"For long _____ the dissection of deceased people was forbidden, and correct ideas about human anatomy was a long time coming.",decision|club|source|period,period,simplewiki,CC BY-SA
mcq,They are often involved in _____ and research.,attitude|bike|teaching|testing,teaching,simplewiki,CC BY-SA
mcq,Gross _____ studies parts of the body that are big enough to see.,autism|radius|pastor|anatomy,anatomy,simplewiki,CC BY-SA
mcq,Micro-anatomy _____ smaller parts.,study|move|chance|non,study,simplewiki,CC BY-SA
mcq,An _____ is a minor planet that orbits within the inner solar system.,quartz|breakup|asteroid|constituent,asteroid,simplewiki,CC BY-SA
mcq,It is a small _____ in the Solar System that travels around the Sun.,victim|province|drama|object,object,simplewiki,CC BY-SA
mcq,It is like a _____ but smaller.,personality|condition|freedom|planet,planet,simplewiki,CC BY-SA
mcq,They range from very small (smaller than a _____) to 600 miles (1000 km) across.,car|series|second|company,car,simplewiki,CC BY-SA
mcq,A few _____ have an asteroid moon.,facade|tract|asteroid|optic,asteroid,simplewiki,CC BY-SA
mcq,"The _____ ""asteroid"" means ""like a star"" in the ancient Greek language.",call|talk|set|name,name,simplewiki,CC BY-SA
mcq,"_____ may look like small stars in the sky, but they really do move around the Sun.",electrode|dwelling|heroine|asteroid,asteroid,simplewiki,CC BY-SA
mcq,"Like _____, asteroids do not make their own light.",constant|planet|nose|memory,planet,simplewiki,CC BY-SA
mcq,"Because of this, some _____ think ""asteroids"" is not a good name, and think that the name ""planetoid"" (""like a planet"") would be a better name.",people|other|out|good,people,simplewiki,CC BY-SA
mcq,These _____ were too small to come together to make a planet.,rock|gun|relationship|centre,rock,simplewiki,CC BY-SA
mcq,Some are made of _____ or metal.,chapter|package|cook|carbon,carbon,simplewiki,CC BY-SA
mcq,Most _____ in our Solar System are in the asteroid belt between Mars and Jupiter.,dissolution|antiquity|asteroid|schizophrenia,asteroid,simplewiki,CC BY-SA
mcq,Many are not in the main _____ belt.,asteroid|lantern|hurdle|millionaire,asteroid,simplewiki,CC BY-SA
mcq,The _____ that come close to Earth are called Near-Earth asteroids.,one|time|out|no,one,simplewiki,CC BY-SA
mcq,Some _____ think asteroids striking the Earth killed off all the dinosaurs and caused some of the other extinction events.,elder|reward|scientist|dining,scientist,simplewiki,CC BY-SA
mcq,"The _____ was taken in 2020, and the space capsule with sample, landed in the United States in 2023.",tube|sample|profit|saint,sample,simplewiki,CC BY-SA
mcq,_____ impact prediction is one of their purposes.,organizer|pod|textile|asteroid,asteroid,simplewiki,CC BY-SA
mcq,"Afghanistan is currently governed by the Taliban, after the _____ of the internationally recognized Islamic Republic of Afghanistan on 15 August 2021.",collapse|ranking|hood|summary,collapse,simplewiki,CC BY-SA
mcq,In early _____ people passed through it with animals and other goods as it connected China and India with Central Asia and the Middle East.,|two|time|good|do,time,simplewiki,CC BY-SA
mcq,"More recently, Afghanistan has been damaged by many _____ of war.",year|life|being|use,year,simplewiki,CC BY-SA
mcq,The _____ is around in size.,data|country|start|face,country,simplewiki,CC BY-SA
mcq,There are 40.976 million _____ in Afghanistan.,up|do|other|people,people,simplewiki,CC BY-SA
mcq,There are about 3 million Afghan _____ (people who had to leave the country) in Pakistan and Iran.,refugee|beam|toll|grammar,refugee,simplewiki,CC BY-SA
mcq,"The _____ does not have growth (as April 2024), of that kind that is called GDP growth, according to Worldbank.org.",tree|advantage|cast|economy,economy,simplewiki,CC BY-SA
mcq,"In _____ to the mining industry: In 2024, Chinese engineers broke ground for a mine; ""The deposit is estimated to [...",regard|fantasy|bullet|worship,regard,simplewiki,CC BY-SA
mcq,"have] 11.5 million _____ of copper ore"".",variable|hammer|holder|ton,ton,simplewiki,CC BY-SA
mcq,Afghanistan has many _____.,mid|proof|mountain|condition,mountain,simplewiki,CC BY-SA
mcq,Afghanistan has _____ and glaciers in the mountains.,crash|snow|jail|candidate,snow,simplewiki,CC BY-SA
mcq,Afghanistan has a continental _____ with hot summers and cold winters.,shooting|climate|writer|actor,climate,simplewiki,CC BY-SA
mcq,Having no _____ sometimes causes problems for farmers.,body|guy|water|health,water,simplewiki,CC BY-SA
mcq,Southern Afghanistan has not many _____ because it is dry.,paper|potential|plant|touch,plant,simplewiki,CC BY-SA
mcq,There are more _____ where there is more water.,plant|tonight|sister|boat,plant,simplewiki,CC BY-SA
mcq,Afghanistan's wild _____ live in the mountains.,animal|shoot|firm|identity,animal,simplewiki,CC BY-SA
mcq,"Many _____ of war, hunting, and years of no water have killed animals in Afghanistan.",being|state|year|’s,year,simplewiki,CC BY-SA
mcq,"There used to be _____ in Afghanistan, but now there aren't any.",tiger|monitor|bench|clay,tiger,simplewiki,CC BY-SA
mcq,_____ and wolves are almost gone.,selling|roll|trading|bear,bear,simplewiki,CC BY-SA
